context,gold_answers,predicted_answer,correct
A box is in front of a deer from my point of view. The deer is facing away from me.,['front'],back,False
A box is in front of a deer from my point of view. The deer is facing right relative to me.,['front'],left,False
A horse is back of a deer from the deer's perspective. The deer is facing toward the camera.,['back'],back,True
A horse is back of a deer from the deer's perspective. The deer is facing left relative to the camera.,['right'],right,True
A horse is back of a deer from the deer's perspective. The deer is facing away from the camera.,['front'],back,False
A horse is back of a deer from the deer's perspective. The deer is facing right relative to the camera.,['left'],left,True
A suitcase is to the left of a bag.,['left'],left,True
A horse is to the left of a deer relative to camera. The deer is facing toward the camera.,['left'],left,True
A horse is to the left of a deer relative to camera. The deer is facing left relative to the camera.,['left'],right,False
A horse is to the left of a deer relative to camera. The deer is facing away from the camera.,['left'],left,True
A horse is to the left of a deer relative to camera. The deer is facing right relative to the camera.,['left'],left,True
A water tank is on the left of a deer from the deer's perspective. The deer is facing toward the camera.,['right'],right,True
A water tank is on the left of a deer from the deer's perspective. The deer is facing left relative to the camera.,['front'],right,False
A water tank is on the left of a deer from the deer's perspective. The deer is facing away from the camera.,['left'],right,False
A water tank is on the left of a deer from the deer's perspective. The deer is facing right relative to the camera.,['back'],left,False
A cow is on the left of a sheep relative to the sheep. The sheep is facing toward the camera.,['right'],left,False
A cow is on the left of a sheep relative to the sheep. The sheep is facing left relative to the camera.,['front'],right,False
A cow is on the left of a sheep relative to the sheep. The sheep is facing away from the camera.,['left'],right,False
A cow is on the left of a sheep relative to the sheep. The sheep is facing right relative to the camera.,['back'],left,False
A tree is on the right of a sheep relative to the sheep. The sheep is facing toward the camera.,['left'],left,True
A tree is on the right of a sheep relative to the sheep. The sheep is facing left relative to the camera.,['back'],left,False
A tree is on the right of a sheep relative to the sheep. The sheep is facing away from the camera.,['right'],left,False
A tree is on the right of a sheep relative to the sheep. The sheep is facing right relative to the camera.,['front'],left,False
A container is on the left of a fire hydrant.,['left'],left,True
An umbrella is in front of a cow relative to the cow. The cow is facing toward the camera.,['front'],front,True
An umbrella is in front of a cow relative to the cow. The cow is facing left relative to the camera.,['left'],right,False
An umbrella is in front of a cow relative to the cow. The cow is facing away from the camera.,['back'],back,True
An umbrella is in front of a cow relative to the cow. The cow is facing right relative to the camera.,['right'],left,False
